,DRO_tau,DRO_obj_values,epsilon,DRO_time,DRO_eval1,DRO_eval2,DRO_eval3,DRO_eval4,DRO_satisfy1,DRO_satisfy2,DRO_satisfy3,DRO_satisfy4,SA_eval1,SA_eval2,SA_eval3,SA_eval4,SA_satisfy1,SA_satisfy2,SA_satisfy3,SA_satisfy4,SA_obj_values,SA_time,SA_tau,t
0,0.008293660036780143,0.01678757205739441,0.002810639128208335,0.5723371689673513,0.01492559317382094,0.015605681792318955,0.015203096172212762,0.015372849856262362,1.0,1.0,1.0,1.0,0.015495428059892664,0.01640929246366522,0.016002704534964576,0.015956139052938904,0.0,0.0,0.0,0.0,0.009560610127039041,0.38312875002156943,0.007924794050398004,0
1,0.008295213887470924,0.016747846800740814,0.00280971164728608,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.015451043858339161,0.01645268866696516,0.016033547040227723,0.015958791146684005,0.0,0.0,0.0,0.0,0.00952524812857962,0.10289561504032463,0.007686730392172115,1
2,0.008295213887470924,0.016747846800740814,0.0027596440400995755,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.015722841945021562,0.016465232669995562,0.015512866996590276,0.015667771605886085,0.0,0.0,0.0,0.0,0.01457610794610461,0.15876362298149616,0.00797793966686895,100
3,0.008295213887470924,0.016747846800740814,0.0027593384474757015,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.015722841945021562,0.01646523266999556,0.015512866996590274,0.015667771605886085,0.0,0.0,0.0,0.0,0.014532411467434172,0.146385703003034,0.00797793966686895,101
4,0.008295213887470924,0.016747846800740814,0.0027362488239111244,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.014797702790613751,0.015579260800518501,0.014738584280167197,0.014874228216611338,0.0,0.0,0.0,0.0,0.01387996358144106,0.5025494659785181,0.008166230896347333,200
5,0.008295213887470924,0.016747846800740814,0.002736066777242246,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.014797702790613751,0.015579260800518501,0.014738584280167196,0.014874228216611338,0.0,0.0,0.0,0.0,0.013857199706201643,0.3556096019456163,0.008166230896347333,201
6,0.008295213887470924,0.016747846800740814,0.00272094723930281,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.014631823602001581,0.015703981558000183,0.01474472025005415,0.014857661182822897,0.0,0.0,0.0,0.0,0.013409338629662898,0.32838452490977943,0.007445930676487081,300
7,0.008295213887470924,0.016747846800740814,0.0027208178582094236,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.014631823602001581,0.015703981558000183,0.014744720250054154,0.014857661182822897,0.0,0.0,0.0,0.0,0.013392348863414534,0.6327342089498416,0.007445930676487081,301
8,0.008295213887470924,0.016747846800740814,0.0027095741860363822,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.014659397335881745,0.015643526806944693,0.014841204065026663,0.014979597126074424,0.0,0.0,0.0,0.0,0.013069423847489563,0.5057103430153802,0.007548739547513303,400
9,0.008295213887470924,0.016747846800740814,0.002709473944631366,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.014631554216941168,0.015651342061979743,0.014813665733056083,0.014946151416328608,0.0,0.0,0.0,0.0,0.013057100010415953,0.3363812039606273,0.007443034258094949,401
10,0.008295213887470924,0.016747846800740814,0.002700527121204198,0.41558391007129103,0.014925063167778899,0.015603949348617868,0.015203843185006219,0.01537197967991824,1.0,1.0,1.0,1.0,0.014688777612489271,0.015587674679760298,0.014817809105855952,0.01495537380950014,0.0,0.0,0.0,0.0,0.013561327928147475,0.667365584988147,0.0077406843411775995,500
